TUCASEID,TUACTIVITY_N,WUFNACTWT,WUHAPORD,WUHAPPY,WUINTERACT,WUMEANING,WUPAIN,WUPNORD,WUSAD,WUSADORD,WUSTRESS,WUSTRORD,WUTIRED,WUTRDORD
20211010211948,26,48948908.451300,2,3,2,2,2,5,0,3,0,4,1,1
20211010211973,5,213014.030942,3,4,2,3,6,1,5,5,5,4,4,2
20211010211973,9,5112336.742612,3,4,2,3,6,1,5,5,5,4,5,2
20211010211973,10,1278084.185653,3,5,1,3,5,1,4,5,5,4,5,2
20211010212002,3,1717730.410991,2,4,2,4,0,5,1,4,0,3,0,1
20211010212002,10,3680850.880695,2,5,2,4,0,5,2,4,1,3,1,1
20211010212002,14,17177304.109910,2,4,1,3,1,5,2,4,1,3,4,1
20211010212030,4,3732928.319724,2,6,1,6,0,1,0,4,0,5,5,3
20211010212030,12,2488618.879816,2,4,2,5,0,1,0,4,0,5,4,3
20211010212030,13,1244309.439908,2,4,1,5,0,1,0,4,0,5,4,3
20211010212046,3,7784246.984705,3,4,2,6,2,1,0,4,3,5,0,2
20211010212046,4,7784246.984705,3,3,2,6,4,1,1,4,3,5,4,2
20211010212046,10,648687.248725,3,2,2,3,3,1,0,4,0,5,6,2
20211010212061,6,2544475.803889,4,4,1,3,0,5,1,3,4,2,4,1
20211010212061,10,30533709.646669,4,3,1,3,1,5,1,3,4,2,5,1
20211010212061,14,12722379.019445,4,3,2,0,0,5,0,3,2,2,4,1
20211010212064,2,3988225.904744,5,5,2,0,3,1,0,2,3,3,0,4
20211010212064,3,1994112.952372,5,4,2,6,0,1,0,2,0,3,0,4
20211010212064,4,7976451.809488,5,4,2,4,2,1,0,2,0,3,0,4
20211010212111,4,945640.066025,1,5,2,5,1,2,0,4,2,3,1,5
20211010212111,6,252170.684273,1,6,2,6,1,2,0,4,1,3,0,5
20211010212111,8,1891280.132051,1,6,1,6,1,2,0,4,0,3,0,5
20211010212143,3,489950.552631,4,2,1,5,0,1,6,3,5,2,2,5
20211010212143,4,8819109.947360,4,4,1,5,1,1,2,3,2,2,3,5
20211010212143,7,3429653.868418,4,2,2,5,1,1,4,3,4,2,3,5
20211010212160,2,497077.770955,3,1,2,5,0,2,0,4,0,1,0,5
20211010212160,6,1988311.083820,3,5,2,5,0,2,0,4,0,1,0,5
20211010212160,7,994155.541910,3,0,1,2,0,2,0,4,0,1,0,5
20211010212198,5,1868174.321176,2,6,2,6,0,1,0,5,1,4,0,3
20211010212198,7,3736348.642352,2,6,2,6,0,1,0,5,2,4,4,3
20211010212198,9,7161334.897842,2,6,2,6,0,1,0,5,0,4,4,3
20211010212206,6,10823354.166788,3,2,2,5,2,5,3,2,6,1,4,4
20211010212206,10,21646708.333576,3,2,2,3,2,5,0,2,2,1,4,4
20211010212206,12,21646708.333576,3,2,2,2,2,5,0,2,1,1,4,4
20211010212249,8,23253408.095274,4,6,1,4,0,2,0,3,0,1,0,5
20211010212249,11,23253408.095274,4,5,1,3,0,2,0,3,0,1,0,5
20211010212249,19,1937784.007939,4,3,1,2,0,2,2,3,0,1,2,5
20211010212252,7,1874011.346857,2,6,2,6,4,5,0,4,0,3,0,1
20211010212252,8,1874011.346857,2,6,1,6,4,5,0,4,0,3,0,1
20211010212252,13,5622034.040570,2,6,1,6,4,5,0,4,0,3,0,1
20211010212253,5,1307474.393383,5,5,1,6,0,3,0,2,0,1,5,4
20211010212253,9,11767269.540451,5,5,2,6,0,3,0,2,0,1,5,4
20211010212253,11,1307474.393383,5,5,2,6,0,3,0,2,0,1,5,4
20211010212265,3,4942963.063551,2,4,2,0,0,3,0,4,1,1,5,5
20211010212265,5,4752849.099568,2,4,1,4,0,3,0,4,3,1,3,5
20211010212265,8,24714815.317754,2,6,1,4,0,3,0,4,2,1,1,5
20211010212314,3,4018801.308216,1,6,1,6,0,2,3,4,0,5,0,3
20211010212314,6,8037602.616433,1,6,2,6,0,2,0,4,0,5,0,3
20211010212314,11,28131609.157515,1,6,1,6,3,2,0,4,0,5,3,3
20211010212325,3,2277358.854757,1,3,2,3,0,4,1,5,1,2,4,3
20211010212325,4,18218870.838060,1,0,2,2,0,4,2,5,4,2,5,3
20211010212325,5,45547177.095150,1,5,1,3,0,4,0,5,2,2,2,3
20211010212345,4,3080138.379415,5,6,1,6,3,3,0,1,0,4,0,2
20211010212345,7,6160276.758830,5,6,1,3,3,3,0,1,0,4,2,2
20211010212345,13,2310103.784561,5,6,1,6,3,3,0,1,0,4,2,2
20211010212349,2,1038701.448543,4,4,1,6,0,1,0,3,0,5,0,2
20211010212349,3,1038701.448543,4,4,1,6,0,1,0,3,0,5,0,2
20211010212349,8,1558052.172814,4,4,1,6,0,1,0,3,0,5,0,2
20211010212374,2,11130459.243929,4,6,2,4,0,2,0,1,0,3,0,5
20211010212374,6,3710153.081310,4,6,2,4,0,2,0,1,0,3,0,5
20211010212374,10,103513270.968540,4,5,2,0,0,2,0,1,0,3,0,5
20211010212421,2,7871486.480383,1,3,1,6,0,2,0,5,0,4,3,3
20211010212421,4,35421689.161724,1,4,1,6,0,2,0,5,0,4,0,3
20211010212421,6,1311914.413397,1,-2,1,6,0,2,0,5,0,4,0,3
20211010212439,5,9422238.768074,2,6,2,0,0,5,0,3,0,1,6,4
20211010212439,11,4711119.384037,2,6,2,0,0,5,6,3,0,1,6,4
20211010212439,12,9422238.768074,2,6,2,0,0,5,0,3,5,1,6,4
20211010212441,3,7419844.043489,3,6,1,6,0,4,0,1,0,2,6,5
20211010212441,6,618320.336957,3,0,2,0,0,4,0,1,0,2,6,5
20211010212441,9,5101142.779899,3,0,2,0,0,4,0,1,0,2,0,5
20211010212471,3,3167101.891652,2,6,2,2,0,5,0,3,0,1,5,4
20211010212471,4,2111401.261101,2,6,1,6,0,5,0,3,0,1,0,4
20211010212471,9,30615318.285972,2,6,1,6,0,5,0,3,0,1,0,4
20211010212515,5,3712011.347368,4,5,1,5,0,2,0,3,0,1,4,5
20211010212515,6,384001.173866,4,5,2,5,0,2,0,3,0,1,0,5
20211010212528,6,3067505.194052,3,5,1,5,0,5,1,2,0,4,2,1
20211010212528,7,10225017.313507,3,6,1,6,0,5,0,2,0,4,0,1
20211010212528,10,2045003.462701,3,5,1,5,0,5,0,2,0,4,0,1
20211010212536,4,3046063.211159,3,5,1,6,0,5,0,2,4,4,3,1
20211010212536,8,3046063.211159,3,3,2,1,0,5,1,2,3,4,1,1
20211010212536,13,36552758.533911,3,3,2,5,0,5,0,2,1,4,6,1
20211010212570,11,882600.734309,2,5,1,0,0,5,0,4,0,1,1,3
20211010212570,12,3530402.937237,2,5,2,4,0,5,0,4,0,1,0,3
20211010212570,19,2647802.202928,2,5,1,6,0,5,0,4,2,1,2,3
20211108210791,7,76539284.488512,3,3,2,3,0,1,0,2,0,5,3,4
20211108210791,11,10780180.913875,3,3,1,3,0,1,0,2,3,5,4,4
20211108210791,20,5390090.456937,3,3,-2,3,0,1,0,2,0,5,6,4
20211108211384,3,4514026.420063,2,5,1,3,1,3,0,4,2,5,2,1
20211108211384,5,2257013.210032,2,5,1,2,0,3,0,4,0,5,0,1
20211108211384,7,54168317.040762,2,3,1,3,2,3,3,4,3,5,3,1
20211109210057,7,6284445.098247,5,5,2,5,0,3,0,1,0,2,0,4
20211109210057,14,159624905.495476,5,4,2,4,0,3,0,1,0,2,0,4
20211109210057,15,18853335.294741,5,4,1,4,0,3,0,1,0,2,0,4
20211109210105,3,6255178.744185,5,3,2,1,0,2,2,4,0,3,0,1
20211109210105,4,695019.860465,5,4,2,5,0,2,0,4,0,3,0,1
20211109210105,5,17375496.511624,5,2,2,0,0,2,0,4,0,3,4,1
20211109210128,2,4640585.991509,4,4,1,2,0,3,0,2,0,5,2,1
20211109210128,5,4640585.991509,4,0,2,0,0,3,0,2,0,5,0,1
20211109210128,7,41765273.923585,4,5,2,2,0,3,0,2,0,5,0,1
20211109210156,8,58594938.644870,5,4,1,3,0,2,0,1,0,4,2,3
20211109210156,23,11160940.694261,5,6,1,6,0,2,0,1,0,4,2,3
20211109210156,25,16741411.041391,5,6,1,6,0,2,0,1,0,4,1,3
20211109210165,10,3259390.686561,1,5,1,1,2,4,1,2,2,5,4,3
20211109210165,12,9778172.059683,1,5,1,2,1,4,1,2,2,5,5,3
20211109210165,14,9778172.059683,1,3,2,1,1,4,1,2,2,5,5,3
20211109210168,3,2485467.729168,2,5,1,4,0,5,1,3,3,1,4,4
20211109210168,6,9941870.916671,2,5,1,3,1,5,1,3,2,1,3,4
20211109210168,11,6213669.322919,2,6,1,4,2,5,1,3,0,1,1,4
20211109210186,2,2686905.224265,1,4,2,1,0,4,0,5,0,3,2,2
20211109210186,3,5373810.448529,1,4,1,4,0,4,2,5,0,3,2,2
20211109210186,8,19703971.644607,1,5,1,5,0,4,0,5,0,3,2,2
20211109210207,7,32098393.759470,4,1,2,1,0,3,0,2,1,1,2,5
20211109210207,8,32098393.759470,4,5,1,3,0,3,0,2,0,1,1,5
20211109210207,10,24073795.319603,4,2,1,0,0,3,0,2,0,1,1,5
20211109210550,4,3275018.885472,3,5,2,6,0,2,0,1,1,4,3,5
20211109210550,6,9825056.656417,3,4,2,3,0,2,0,1,0,4,2,5
20211109210550,12,4912528.328209,3,3,2,2,0,2,0,1,2,4,4,5
20211109210583,6,1366625.450390,1,3,2,6,5,4,3,2,0,3,4,5
20211109210583,9,683312.725195,1,3,2,6,5,4,2,2,0,3,3,5
20211109210583,12,12299629.053507,1,3,2,6,5,4,0,2,0,3,3,5
20211109210588,7,14504523.614698,1,4,1,4,3,4,1,2,1,5,0,3
20211109210588,12,748620.573662,1,6,1,6,3,4,0,2,2,5,4,3
20211109210588,13,1403663.575616,1,5,1,6,3,4,0,2,1,5,4,3
20211109210589,5,4432008.444445,4,3,2,3,5,3,0,2,2,1,5,5
20211109210589,7,1477336.148148,4,3,2,3,5,3,2,2,2,1,5,5
20211109210589,12,17728033.777782,4,3,1,3,5,3,0,2,0,1,5,5
20211109210621,2,4626369.876246,1,4,1,6,0,4,0,5,0,3,2,2
20211109210621,7,5551643.851495,1,5,1,4,0,4,0,5,0,3,0,2
20211109210621,20,5551643.851495,1,5,1,5,0,4,0,5,0,3,2,2
20211109210640,5,16321422.199252,3,1,2,2,0,1,2,4,3,2,2,5
20211109210640,6,10880948.132835,3,1,2,3,0,1,0,4,1,2,0,5
20211109210640,15,54404740.664174,3,3,2,4,0,1,1,4,2,2,1,5
20211109210682,13,1903644.344072,2,5,1,5,0,3,0,5,0,4,2,1
20211109210682,16,11421866.064430,2,4,1,2,0,3,0,5,0,4,2,1
20211109210682,23,951822.172036,2,4,1,4,2,3,0,5,2,4,4,1
20211109210700,2,1345318.933597,4,6,1,6,3,2,0,5,0,3,3,1
20211109210700,3,9417232.535180,4,3,2,0,2,2,0,5,3,3,3,1
20211109210700,5,9865672.179712,4,3,2,3,2,2,0,5,2,3,0,1
20211109210707,2,2156205.260799,1,6,2,6,3,2,3,4,0,5,3,3
20211109210707,6,539051.315200,1,5,1,6,3,2,3,4,2,5,3,3
20211109210707,7,4851461.836797,1,6,1,6,3,2,0,4,0,5,2,3
20211109210716,10,2242930.910329,1,5,1,5,5,5,0,2,0,3,0,4
20211109210716,11,2803663.637911,1,5,1,4,5,5,0,2,0,3,2,4
20211109210716,13,7850258.186151,1,0,2,5,5,5,0,2,0,3,4,4
20211109210722,2,3554299.332091,1,5,1,6,0,2,0,4,2,5,0,3
20211109210722,8,20437221.159523,1,6,1,5,0,2,0,4,2,5,2,3
20211109210730,7,7768264.270273,1,2,2,5,5,3,3,5,2,2,1,4
20211109210730,11,7768264.270273,1,4,1,5,5,3,2,5,1,2,1,4
20211109210730,12,7768264.270273,1,3,1,2,5,3,2,5,0,2,1,4
20211109210734,2,149804.186435,2,3,2,2,2,4,0,1,0,3,0,5
20211109210734,6,2696475.355825,2,5,2,3,0,4,0,1,0,3,2,5
20211109210734,8,7190600.948866,2,5,2,3,0,4,0,1,3,3,3,5
20211109210742,3,1221098.731818,4,6,1,6,0,3,0,5,0,2,0,1
20211109210742,9,610549.365909,4,6,2,4,0,3,0,5,0,2,6,1
20211109210742,15,3663296.195453,4,6,1,0,0,3,0,5,0,2,6,1
20211109210762,12,3243036.967412,2,6,1,0,0,4,0,3,0,5,1,1
20211109210762,15,3243036.967412,2,6,1,0,0,4,0,3,0,5,0,1
20211109210762,21,6486073.934824,2,4,2,0,0,4,3,3,0,5,2,1
20211109210785,1,14337164.175551,5,4,2,4,0,2,0,4,0,3,0,1
20211109210785,2,1024083.155396,5,4,2,4,0,2,0,4,0,3,0,1
20211109210785,3,6144498.932379,5,4,1,4,0,2,0,4,0,3,3,1
20211109210861,8,4582340.445383,5,3,2,4,0,2,0,3,2,1,0,4
20211109210861,11,2291170.222692,5,0,1,3,0,2,0,3,0,1,0,4
20211109210861,15,13747021.336149,5,0,1,4,0,2,0,3,0,1,0,4
20211109210869,3,1132105.579055,5,6,2,6,2,2,2,1,6,3,0,4
20211109210869,4,566052.789527,5,6,2,6,2,2,0,1,2,3,0,4
20211109210869,14,566052.789527,5,0,2,6,2,2,0,1,2,3,0,4
20211109210899,8,2311646.396525,2,2,1,0,0,5,0,3,3,1,0,4
20211109210899,14,16181524.775678,2,4,2,0,0,5,0,3,0,1,3,4
20211109210899,17,4623292.793051,2,5,2,3,0,5,0,3,0,1,6,4
20211109210921,7,2037943.986290,2,0,2,0,0,4,0,1,0,3,0,5
20211109210921,13,2037943.986290,2,4,2,0,0,4,0,1,3,3,3,5
20211109210921,18,3056915.979435,2,6,2,3,1,4,0,1,0,3,2,5
20211109210958,2,14713575.549259,5,3,1,4,0,2,0,4,2,1,2,3
20211109210958,3,1634841.727695,5,3,1,1,0,2,0,4,3,1,2,3
20211109210958,12,27792309.370822,5,3,1,2,0,2,0,4,3,1,2,3
20211109210963,1,94655480.271845,2,1,1,1,4,1,5,4,6,3,5,5
20211109210963,3,6761105.733703,2,3,1,4,4,1,3,4,4,3,4,5
20211109210963,10,2253701.911234,2,1,2,2,2,1,4,4,5,3,5,5
20211109210989,6,3311611.744964,3,6,2,6,0,1,0,4,1,5,0,2
20211109210989,10,52985787.919425,3,1,1,5,0,1,0,4,2,5,0,2
20211109210989,20,5740127.024604,3,3,2,6,0,1,0,4,0,5,3,2
20211109211028,19,8560544.135146,5,5,1,4,0,4,0,3,0,2,0,1
20211109211028,20,1426757.355858,5,4,2,2,0,4,0,3,0,2,0,1
20211109211028,26,2140136.033786,5,4,2,4,0,4,0,3,0,2,0,1
20211109211036,4,15419421.673240,4,4,2,5,0,1,0,3,0,5,0,2
20211109211036,14,9251653.003944,4,3,2,3,0,1,0,3,0,5,0,2
20211109211036,17,18503306.007888,4,3,2,3,0,1,0,3,0,5,0,2
20211109211046,4,1788453.823496,1,6,2,6,5,4,0,2,3,5,3,3
20211109211046,5,3576907.646992,1,6,2,6,5,4,0,2,3,5,3,3
20211109211046,11,5365361.470488,1,6,1,6,6,4,4,2,4,5,4,3
20211109211048,3,19591314.931137,1,2,2,6,4,3,3,2,4,4,5,5
20211109211048,5,1224457.183196,1,6,2,6,5,3,0,2,5,4,4,5
20211109211048,8,2448914.366392,1,5,2,4,5,3,4,2,4,4,5,5
20211109211068,3,3312455.941450,3,4,2,6,0,4,1,5,3,2,3,1
20211109211068,7,1656227.970725,3,5,1,6,0,4,0,5,1,2,1,1
20211109211068,9,414056.992681,3,5,2,1,0,4,0,5,0,2,1,1
20211109211083,4,6212109.378316,3,4,2,4,2,2,1,5,0,1,5,4
20211109211083,14,6212109.378316,3,4,2,2,2,2,1,5,1,1,5,4
20211109211083,20,6212109.378316,3,1,2,2,2,2,1,5,3,1,3,4
20211109211086,6,2157616.578154,1,6,2,6,0,2,0,3,0,5,0,4
20211109211086,13,3596027.630257,1,6,2,5,0,2,0,3,0,5,0,4
20211109211086,17,6712584.909813,1,6,2,6,0,2,0,3,0,5,0,4
20211109211090,7,13674504.868732,1,3,1,3,0,5,2,3,4,2,3,4
20211109211090,9,15193894.298591,1,5,1,1,0,5,0,3,1,2,6,4
20211109211090,10,2025852.573145,1,2,1,4,0,5,0,3,1,2,6,4
20211109211112,6,26548239.042761,3,2,2,1,1,5,0,1,3,4,2,2
20211109211112,24,62830832.401200,3,2,1,3,1,5,0,1,0,4,0,2
20211109211112,41,4424706.507127,3,1,2,1,1,5,0,1,0,4,6,2
20211109211121,7,4034295.966589,1,6,2,5,1,4,0,5,3,2,2,3
20211109211121,9,5379061.288785,1,5,1,4,0,4,0,5,0,2,1,3
20211109211121,21,12102887.899767,1,5,2,3,0,4,0,5,0,2,5,3
20211109211142,3,8128734.709765,5,6,1,6,0,2,0,1,6,3,0,4
20211109211142,4,39288884.430533,5,0,2,4,0,2,6,1,6,3,5,4
20211109211142,8,2032183.677441,5,0,1,0,6,2,6,1,6,3,6,4
20211109211151,7,304256.728302,3,3,1,3,3,2,1,1,2,5,3,4
20211109211151,11,325989.351752,3,3,-2,3,2,2,2,1,2,5,3,4
20211109211151,12,8475723.145551,3,4,2,3,3,2,2,1,2,5,3,4
20211109211164,6,1058794.804944,4,4,1,5,0,1,0,2,1,3,1,5
20211109211164,10,1058794.804944,4,5,1,5,0,1,0,2,1,3,0,5
20211109211164,17,12705537.659326,4,4,2,6,0,1,0,2,0,3,2,5
20211109211235,12,3847377.547680,5,6,2,6,1,3,0,4,0,2,0,1
20211109211235,21,11542132.643041,5,6,1,6,1,3,0,4,0,2,5,1
20211109211235,23,5771066.321520,5,5,1,5,1,3,0,4,0,2,2,1
20211109211258,4,4651110.166901,4,6,1,3,0,1,0,3,0,2,0,5
20211109211258,5,1162777.541725,4,3,1,3,0,1,0,3,0,2,0,5
20211109211258,11,1162777.541725,4,3,1,3,0,1,0,3,0,2,2,5
20211109211274,5,5352927.548476,1,6,1,6,2,3,0,5,0,4,0,2
20211109211274,6,11151932.392659,1,0,2,0,0,3,0,5,0,4,0,2
20211109211274,7,10705855.096953,1,6,2,6,3,3,0,5,0,4,2,2
20211109211280,4,39566805.930855,1,4,2,2,0,2,0,4,0,3,5,5
20211109211280,6,4945850.741357,1,4,1,3,0,2,0,4,0,3,4,5
20211109211280,8,19783402.965428,1,4,2,4,0,2,0,4,0,3,3,5
20211109211291,6,15385531.051154,5,4,2,4,2,2,3,1,5,3,3,4
20211109211291,16,3846382.762788,5,5,1,5,4,2,2,1,3,3,4,4
20211109211291,18,3846382.762788,5,6,1,3,3,2,6,1,2,3,5,4
20211109211305,10,36983622.110108,5,6,1,6,0,4,0,3,0,2,0,1
20211109211305,11,12327874.036703,5,6,1,6,0,4,0,3,0,2,3,1
20211109211305,14,8218582.691135,5,6,1,3,0,4,0,3,0,2,6,1
20211109211353,1,70653548.366788,4,6,1,6,0,2,0,3,0,5,0,1
20211109211353,2,30280092.157195,4,6,1,6,0,2,0,3,2,5,0,1
20211109211353,3,2523341.013100,4,6,2,6,0,2,0,3,0,5,4,1
20211109211404,3,9043981.191861,5,5,2,1,0,3,0,4,2,2,3,1
20211109211404,7,90439811.918612,5,3,2,3,0,3,0,4,4,2,3,1
20211109211404,10,54263887.151167,5,4,2,4,0,3,0,4,4,2,5,1
20211109211406,3,1753448.430964,5,6,1,6,0,2,0,4,0,3,0,1
20211109211406,7,2630172.646447,5,6,2,6,0,2,0,4,0,3,0,1
20211109211406,11,5260345.292893,5,6,2,6,0,2,0,4,0,3,0,1
20211109211422,5,1070628.459689,2,2,1,2,0,3,4,5,4,1,5,4
20211109211422,8,19271312.274401,2,4,1,4,0,3,3,5,4,1,3,4
20211109211426,2,1215360.300399,3,0,2,5,5,5,5,4,0,2,3,1
20211109211426,4,2430720.600798,3,6,1,6,0,5,0,4,0,2,0,1
20211109211426,5,7292161.802394,3,6,2,6,0,5,0,4,0,2,0,1
20211109211427,2,10034416.797119,5,3,1,2,6,3,2,2,3,1,5,4
20211109211427,4,79439132.977196,5,3,1,2,6,3,2,2,3,1,5,4
20211109211427,7,30103250.391358,5,3,2,2,6,3,3,2,4,1,5,4
20211109211432,2,3164381.709862,2,0,2,3,3,5,0,1,0,3,6,4
20211109211432,8,6328763.419723,2,3,2,3,3,5,3,1,3,3,3,4
20211109211432,10,9493145.129585,2,3,2,3,3,5,3,1,3,3,3,4
20211109211466,7,1231677.716449,5,3,2,6,1,3,0,4,0,1,1,2
20211109211466,8,307919.429112,5,3,1,5,0,3,0,4,1,1,2,2
20211109211466,10,1847516.574674,5,4,2,5,0,3,0,4,2,1,2,2
20211109211492,4,26042332.613028,1,6,2,6,0,4,0,2,0,3,0,5
20211109211492,5,39063498.919542,1,6,1,6,0,4,0,2,0,3,0,5
20211109211492,6,8680777.537676,1,6,1,6,0,4,0,2,0,3,0,5
20211109211504,8,1431037.995227,1,3,2,3,0,2,0,5,4,4,3,3
20211109211504,10,21465569.928401,1,3,2,3,0,2,0,5,3,4,4,3
20211109211504,12,12879341.957041,1,3,2,3,0,2,0,5,4,4,4,3
20211109211507,2,4133825.539379,3,0,2,6,0,5,5,4,6,2,5,1
20211109211507,5,1837255.795280,3,3,2,0,0,5,6,4,6,2,3,1
20211109211507,11,22047069.543356,3,6,1,6,0,5,0,4,3,2,4,1
20211109211539,3,32162652.845721,5,5,1,5,0,3,0,1,0,4,0,2
20211109211539,10,5360442.140954,5,5,2,5,0,3,0,1,0,4,0,2
20211109211539,13,21441768.563814,5,5,1,5,0,3,0,1,0,4,0,2
20211109211547,3,4739959.577998,2,6,2,6,2,5,0,4,2,1,4,3
20211109211547,5,3791967.662399,2,6,1,6,2,5,0,4,3,1,2,3
20211109211547,7,3791967.662399,2,6,1,6,1,5,0,4,1,1,4,3
20211109211596,9,4744345.386012,4,6,2,2,0,1,0,3,0,5,1,2
20211109211596,10,3558259.039509,4,6,1,0,0,1,0,3,0,5,0,2
20211109211596,11,2372172.693006,4,6,1,0,0,1,0,3,0,5,0,2
20211109211639,3,5943620.421478,2,5,1,6,1,3,0,1,1,4,0,5
20211109211639,4,11887240.842956,2,4,1,5,1,3,4,1,1,4,0,5
20211109211639,15,8915430.632217,2,5,1,4,3,3,4,1,3,4,4,5
20211109211647,6,5634060.390777,1,0,1,0,5,5,0,2,0,4,0,3
20211109211647,8,1878020.130259,1,0,2,0,6,5,0,2,0,4,0,3
20211109211647,11,1878020.130259,1,0,1,0,6,5,0,2,0,4,0,3
20211109211648,2,34706080.210047,1,4,2,4,0,5,0,2,2,3,2,4
20211109211648,21,17353040.105024,1,5,1,4,0,5,0,2,2,3,0,4
20211109211648,39,199559961.207772,1,5,1,4,0,5,0,2,2,3,0,4
20211109211651,4,1195921.132297,3,3,2,4,1,4,0,1,6,5,5,2
20211109211651,12,104045138.509800,3,1,1,6,1,4,2,1,5,5,3,2
20211109211651,28,2391842.264593,3,3,2,3,0,4,1,1,3,5,6,2
20211109211695,2,1771186.200738,5,6,2,6,0,3,0,2,0,1,1,4
20211109211695,15,1771186.200738,5,6,2,6,0,3,0,2,0,1,0,4
20211109211695,21,1475988.500615,5,6,1,6,0,3,0,2,0,1,0,4
20211109211705,6,768065.755924,3,6,2,6,1,5,4,2,2,4,4,1
20211109211705,9,3291710.382529,3,5,2,6,0,5,0,2,3,4,3,1
20211109211705,10,5815355.009135,3,3,2,2,0,5,3,2,3,4,5,1
20211109211728,6,23406387.827600,2,3,2,0,0,3,0,1,0,4,2,5
20211109211728,13,15604258.551734,2,5,2,6,0,3,0,1,0,4,0,5
20211109211728,16,8322271.227591,2,2,2,5,0,3,0,1,0,4,5,5
20211109211735,9,7726435.722840,4,4,2,6,0,5,0,1,0,2,0,3
20211109211735,12,1931608.930710,4,4,1,5,0,5,0,1,0,2,0,3
20211109211735,13,20603828.594241,4,5,2,5,0,5,0,1,0,2,0,3
20211109211750,5,3890093.470128,4,6,2,6,0,5,0,3,0,1,3,2
20211109211750,7,7780186.940255,4,6,2,6,0,5,0,3,0,1,0,2
20211109211750,11,31120747.761022,4,5,2,6,3,5,0,3,0,1,6,2
20211109211754,4,2216865.539409,2,3,1,5,4,4,3,1,5,3,5,5
20211109211754,5,23277088.163791,2,5,1,3,1,4,1,1,4,3,0,5
20211109211754,8,6650596.618226,2,6,2,5,0,4,0,1,0,3,0,5
20211109211757,10,5901128.998976,5,6,2,6,0,2,0,1,0,3,0,4
20211109211757,17,1967042.999659,5,6,2,0,0,2,0,1,0,3,0,4
20211109211757,18,60191515.789556,5,6,2,0,0,2,0,1,0,3,0,4
20211109211771,6,2905475.673170,4,2,2,2,2,3,4,5,2,2,2,1
20211109211771,7,11621902.692680,4,0,2,2,2,3,4,5,4,2,2,1
20211109211771,13,968491.891057,4,5,2,6,0,3,0,5,2,2,4,1
20211109211772,6,6517988.357837,2,4,1,1,0,3,1,5,1,1,3,4
20211109211772,10,2172662.785946,2,3,2,1,0,3,1,5,1,1,3,4
20211109211772,11,39107930.147021,2,3,1,2,0,3,1,5,2,1,3,4
20211109211864,2,3210699.374855,2,5,1,6,3,1,0,4,0,5,0,3
20211109211864,6,12307680.936944,2,6,2,6,0,1,0,4,0,5,0,3
20211109211864,14,2140466.249903,2,4,1,5,4,1,0,4,0,5,4,3
20211109211884,5,4017019.865909,1,4,1,2,0,4,0,5,1,2,1,3
20211109211884,16,4017019.865909,1,5,2,3,0,4,0,5,0,2,2,3
20211109211884,22,2008509.932955,1,5,1,4,0,4,0,5,0,2,3,3
20211109211938,4,1506536.522144,3,5,1,3,0,5,0,1,2,2,2,4
20211109211938,8,1129902.391608,3,4,1,0,0,5,0,1,2,2,2,4
20211109211938,17,2259804.783215,3,4,1,4,0,5,0,1,1,2,1,4
20211109211939,4,124348796.497049,1,4,1,6,0,3,0,4,2,2,5,5
20211109211939,5,10508348.999751,1,6,2,6,0,3,0,4,0,2,0,5
20211109211939,7,8756957.499792,1,5,2,6,0,3,0,4,6,2,0,5
20211109211952,15,8614052.380160,2,5,1,4,0,3,0,5,0,1,0,4
20211109211952,20,4307026.190080,2,6,2,6,0,3,0,5,0,1,5,4
20211109211952,21,2871350.793387,2,6,2,6,0,3,0,5,0,1,5,4
20211109211961,5,19431094.938236,2,5,1,5,4,3,0,1,2,4,3,5
20211109211961,6,2428886.867279,2,4,1,3,4,3,0,1,2,4,3,5
20211109211961,13,1619257.911520,2,3,1,0,4,3,3,1,2,4,3,5
20211109211969,2,2093548.957050,4,4,2,2,3,2,0,5,0,1,3,3
20211109211969,3,348924.826175,4,4,2,2,3,2,0,5,0,1,3,3
20211109211969,4,24773662.658424,4,4,2,2,3,2,0,5,0,1,3,3
20211109211974,3,2044102.496789,5,6,2,0,0,3,0,2,0,4,0,1
20211109211974,8,2044102.496789,5,6,2,3,0,3,0,2,0,4,0,1
20211109211974,9,4599230.617776,5,3,2,6,0,3,0,2,0,4,3,1
20211109211983,2,2014592.406759,3,5,2,5,0,2,0,1,0,5,3,4
20211109211983,3,1007296.203379,3,3,2,3,0,2,0,1,0,5,2,4
20211109211983,4,503648.101690,3,4,2,3,0,2,0,1,0,5,3,4
20211109211998,2,5042074.426237,4,3,1,4,5,3,6,1,4,2,2,5
20211109211998,7,10084148.852474,4,3,2,4,5,3,4,1,5,2,3,5
20211109211998,12,7563111.639355,4,3,1,3,5,3,3,1,4,2,3,5
20211109211999,3,6073209.266989,5,0,2,6,0,3,0,4,0,2,0,1
20211109211999,7,1012201.544498,5,6,2,6,0,3,0,4,0,2,0,1
20211109211999,15,12146418.533979,5,6,2,6,0,3,0,4,0,2,0,1
20211109212073,5,1333654.867437,1,4,1,0,0,5,0,3,2,4,5,2
20211109212073,6,6668274.337185,1,5,2,0,0,5,0,3,0,4,6,2
20211109212073,7,2667309.734874,1,4,2,6,0,5,2,3,4,4,5,2
20211109212099,9,40914313.052022,4,5,1,6,5,1,2,3,2,5,3,2
